Name         Age Nat St Tk Ps Sh Ag KAb TAb PAb SAb Gam Sub  Min Mom Sav Con Ktk Kps Sht Gls Ass  DP Inj Sus Fit
----------------------------------------------------------------------------------------------------------------
P_Reina       32 spa 18  4  8  4  8 775 502 622 522  25   0 2369   2  93  37   0   0   0   0   0   8   0   0 100
P_Gulasci     24 hun 12  5  3  5  8 490 502 522 522   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
R_Varane      20 fra  2 18 15  9 15 135   7 831 501  13   0 1226   1   0   0  12  14   8   0   1   4   0   0  92
D_Agger       29 den  2 17 15 10 15 220 446 369 902  25   0 2324   2   0   0  27  33  32   5   2   8   0   0  92
L_Bonucci     26 ita  2 17 15  9 15 223 265 143 756  24   1 2170   1   0   0  26  23  32   2   2   8   0   0  92
V_Forren      25 nor  1 16 14  8 14 227 357 263 838  25   4 2016   0   0   0  21  14  21   1   1   4   0   0  92
M_Skrtel      29 cze  2 16 15  4 14 240 241 308 754  23   3 1901   1   0   0  22  25  15   2   1   0   0   0  92
S_Coates      23 uru  4 14 11  7 16 250 927 798 670  13  11  382   0   0   0   4   0   3   0   0   8   0   0 100
J_Flanagan    21 eng  2 13 11  5  8 210 910 766 569   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
J_Mata        25 spa  3  7 18 15 10 250 665 449 142  25   4 1879   0   0   0   2  33  41   4   3   4   0   0 100
M_Valbuena    28 fra  2 10 17 14 11 196 761 458 988  18   2 1472   1   0   0   5  28  22   1   5   0   6   0 100
Lucas         21 bra  2 10 17 11 12 221 765 305 824  19   5 1350   1   0   0   3  26  17   2   1   8   0   0 100
L_Leiva       27 bra  2 12 16  9 14 240 984 377 871  20   4 1289   0   0   0   6  20  22   2   4  24   0   0  96
S_Gerrard     34 eng  2  9 16 15 11 240 765 186 149  20  12 1051   0   0   0   1  11  32   6   2   4   0   0 100
J_Henderson   23 eng  2 10 15 10 14 240 657 855 738   3   3   72   0   0   0   0   1   1   1   0   0   0   0 100
J_Allen       24 wal  3 13 15 10 15 240  24 151 847  24   9 1311   2   0   0  12  18  22   2   4   0   0   0  99
E_Bennett     24 eng  2  9 14 11 11 233 660 795 690   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
T_Doumbia     23 mal  2 11 13  9 12 190 597 647 547   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
Portillo      24 spa  2  9 13 12 12 190 512 677 587   1   1   36   0   0   0   0   0   0   0   0   0   0   0 100
C_Coady       20 eng  2 10 11  8 12 190 537 597 552   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
K_Adorjan     21 hun  2  7 11 10 14 190 537 597 562   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
L_Suarez      27 uru  2  5 18 19 16 220 639 215 603  24   2 2138   0   0   0   5  21  83  12   1   8   0   0  92
D_Sturridge   24 eng  2  5 15 17 12 230 677 211 308  20   4 1201   0   0   0   2  14  37   7   2  10   0   0 100
